badv,battr,bcat,domain,publisher_id
"["app.appsflyer.com", "barstoolsportsbook.com", "beenverified.com", "betrivers.com", "cilkonlay.com", "consumerproductsusa.com", "draftkings.com", "drizly.com", "exchangecollectibles.com", "fanduel.com", "featherstitch.com", "foxwoods.com", "gowavebrowser.com", "havastorage.com", "haveenergyatanyage.com", "hipstarclub.com", "letitbefaster.world", "linkshe.com", "londonbridgeresort.com", "lovewellness.com", "nauticalbeachfrontresort.com", "plannedparenthood.org", "playplaygo.com", "popcornews.com", "quick-forms.com", "redbubble.com", "rotita.com", "southbeachskinlab.com", "truthfinder.com", "usarewardspot.com", "williamhill.com", "wish.com"]",[],"["IAB11-4", "IAB11-5", "IAB12", "IAB1-2", "IAB13-1", "IAB13-2", "IAB14", "IAB1-4", "IAB22", "IAB2-3", "IAB24", "IAB2-5", "IAB4-4", "IAB4-5", "IAB7-1", "IAB7-17", "IAB7-39", "IAB7-44", "IAB8-18", "IAB8-5"]",tributes.com,239053
"["www.amda.edu"]",[],[],dance-teacher.com,224799
